region_id,merchart_id,sub_category_code,product_id,product_name,product_brand,product_price,product_promo_price,product_url
1,48,tverdye_i_polutverdye,281778,"Сыр АШАН Золотая птица халуми с петрушкой и чесноком БЗМЖ, 100 г",АШАН Золотая птица,179.9,,https://www.auchan.ru/product/zp-halumi-s-petr-i-chesn-100g/
1,48,tverdye_i_polutverdye,197070,"Сыр АШАН Красная птица Легкий нарезка БЗМЖ, 125 г",АШАН Красная птица,115.99,,https://www.auchan.ru/product/kp-legkiy-narezka-125g/
1,48,tverdye_i_polutverdye,184873,"Сыр Колыбельский «ЭкоНива» 45% БЗМЖ, 200 г",Эконива,149.96,,https://www.auchan.ru/product/syr-kolybelskiy-en-50-200g/
1,48,tverdye_i_polutverdye,184874,"Сыр Щучанский «ЭкоНива» 50% БЗМЖ, 200 г",Эконива,149.96,,https://www.auchan.ru/product/syr-shchuchanskiy-en-50-200g/
1,48,tverdye_i_polutverdye,5229,"Сыр полутвердый  Чеддер Viola БЗМЖ, 120 г",Viola,230.99,,https://www.auchan.ru/product/syr-europe-cheese-collection-polutverdyy-chedder-fasovannyy-140-g/
1,48,tverdye_i_polutverdye,261039,"Сыр полутвердый  Чеддер «Брест-Литовск» 45% БЗМЖ, 200 г",Брест-Литовск,254.99,,https://www.auchan.ru/product/syr-brest-lit-chedder-45-200g/
1,48,tverdye_i_polutverdye,262816,"Сыр полутвердый Alpina Маасдам 45% БЗМЖ, вес",Alpina,1010.99,,https://www.auchan.ru/product/syr-alpina-maasdam-45-ves/
1,48,tverdye_i_polutverdye,163231,"Сыр полутвердый Bergstolz 52% БЗМЖ, 100 г",Bergstolz,199.99,,https://www.auchan.ru/product/syr-matterhorn-bergshtolc-100g/
1,48,tverdye_i_polutverdye,22553,"Сыр полутвердый Bonfesto Mozzarella Pizza 40% БЗМЖ, 250 г",Bonfesto,278.99,,https://www.auchan.ru/product/syr-polutverdyy-bonfesto-mozzarella-pizza-40-250-g/
1,48,tverdye_i_polutverdye,9322,"Сыр полутвердый Cheese Gallery Light нарезка 20% БЗМЖ, 150 г",Cheese Gallery,184.99,,https://www.auchan.ru/product/syr-polutverdyy-cheese-gallery-light-narezka-20-150-g/
1,48,tverdye_i_polutverdye,266044,"Сыр полутвердый Cheese Gallery Маасдам нарезка 45% БЗМЖ, 125 г",Cheese Gallery,200.99,,https://www.auchan.ru/product/syr-maasdam-45-cg-narezk-125g/
1,48,tverdye_i_polutverdye,57744,"Сыр полутвердый Cheese Hause Гауда 20% БЗМЖ, вес",Cheese Hause,67.9,,https://www.auchan.ru/product/syr_gauda20_cheese_house_bzmzh/
1,48,tverdye_i_polutverdye,57746,"Сыр полутвердый Cheese Hause Моцарелла Пицца 40% БЗМЖ, вес",Cheese Hause,74.2,,https://www.auchan.ru/product/syr_mocarella_picca_40_bzmzh/
1,48,tverdye_i_polutverdye,153815,"Сыр полутвердый Cheese House Pro Моцарелла Пицца 40% БЗМЖ, 200 г",Cheese House Pro,159.96,,https://www.auchan.ru/product/syr-mocarella-picca-200g/
1,48,tverdye_i_polutverdye,288787,"Сыр полутвердый Endorf Loutter 45% БЗМЖ, вес",Endorf,1291.7,,https://www.auchan.ru/product/syr-loutter-45-endorf-ves/
1,48,tverdye_i_polutverdye,76129,"Сыр полутвердый Foodland Львиное сердце 54% БЗМЖ, 200 г",Foodland,228.99,,https://www.auchan.ru/product/syr_lvinoe_serdce_54_200g/
1,48,tverdye_i_polutverdye,56260,"Сыр полутвердый La Paulina Моцарелла 42% БЗМЖ, вес",La Paulina,121.6,,https://www.auchan.ru/product/syr_mocarellaargentinaves/
1,48,tverdye_i_polutverdye,7838,"Сыр полутвердый La Paulina Чеддер 48% БЗМЖ, 200 г",La Paulina,289.99,,https://www.auchan.ru/product/syr-la-paulina-chedder-48-200-g/
1,48,tverdye_i_polutverdye,58104,"Сыр полутвердый La Paulina Чеддер 48% БЗМЖ, вес",La Paulina,136.3,,https://www.auchan.ru/product/syr_chedder_48_la_paulina_bzmzh/
1,48,tverdye_i_polutverdye,216976,"Сыр полутвердый Laime Tete De Moine 51% БЗМЖ, 50 г",Laime,502.99,,https://www.auchan.ru/product/syr-tet-de-muan-laym-50g/
1,48,tverdye_i_polutverdye,57737,"Сыр полутвердый Lamboni club с козьим молоком 50%, вес",Lamboni club,128.7,,https://www.auchan.ru/product/syr_krymskiy_s_koz_mol_50bzmzh/
1,48,tverdye_i_polutverdye,161247,"Сыр полутвердый Laplandia 45% БЗМЖ, 450 г",Laplandia,604.99,,https://www.auchan.ru/product/syr-oltermanni-45-450g/
1,48,tverdye_i_polutverdye,57644,"Сыр полутвердый Mr,Chedd Чеддер ораженвый 50% БЗМЖ, вес",Mr.Chedd,101.8,,https://www.auchan.ru/product/syr_chedder_oran50mr_ched_bzmzh/
1,48,tverdye_i_polutverdye,5248,"Сыр полутвердый Natura Сливочный 45% БЗМЖ, 400 г",Natura,440.49,,https://www.auchan.ru/product/syr-arla-natura-clivochnyy-cilindr-400-g/
1,48,tverdye_i_polutverdye,56607,"Сыр полутвердый Natura Сливочный 45% нарезка БЗМЖ, 150 г",Natura,216.99,,https://www.auchan.ru/product/syr_sliv_45_narezka_150g/
